"class_name","method_name","method_qualified","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::auth::FederatedAuthProvider","operator=","firebase::auth::FederatedAuthProvider::operator=","return","FederatedAuthProvider &","FederatedAuthProvider &","auth/src/include/firebase/auth.h",673
"firebase::auth::FederatedAuthProvider","SignIn","firebase::auth::FederatedAuthProvider::SignIn","return","Future<AuthResult>","Future<AuthResult>","auth/src/include/firebase/auth.h",846
"firebase::auth::FederatedAuthProvider","Reauthenticate","firebase::auth::FederatedAuthProvider::Reauthenticate","return","Future<AuthResult>","Future<AuthResult>","auth/src/include/firebase/auth.h",850
"firebase::auth::FederatedAuthProvider","Link","firebase::auth::FederatedAuthProvider::Link","return","Future<AuthResult>","Future<AuthResult>","auth/src/include/firebase/auth.h",848
"firebase::auth::VerifyAssertionResponse","operator=","firebase::auth::VerifyAssertionResponse::operator=","return","VerifyAssertionResponse &","VerifyAssertionResponse &","auth/src/desktop/rpcs/verify_assertion_response.h",28
"firebase::auth::VerifyAssertionResponse","provider_id","firebase::auth::VerifyAssertionResponse::provider_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_assertion_response.h",47
"firebase::auth::VerifyAssertionResponse","id_token","firebase::auth::VerifyAssertionResponse::id_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_assertion_response.h",34
"firebase::auth::VerifyAssertionResponse","local_id","firebase::auth::VerifyAssertionResponse::local_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_assertion_response.h",32
"firebase::auth::VerifyAssertionResponse","refresh_token","firebase::auth::VerifyAssertionResponse::refresh_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_assertion_response.h",36
"firebase::auth::VerifyAssertionResponse","raw_user_info","firebase::auth::VerifyAssertionResponse::raw_user_info","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_assertion_response.h",49
"firebase::auth::SignUpNewUserResponse","operator=","firebase::auth::SignUpNewUserResponse::operator=","return","SignUpNewUserResponse &","SignUpNewUserResponse &","auth/src/desktop/rpcs/sign_up_new_user_response.h",30
"firebase::auth::SignUpNewUserResponse","email","firebase::auth::SignUpNewUserResponse::email","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/sign_up_new_user_response.h",45
"firebase::auth::SignUpNewUserResponse","id_token","firebase::auth::SignUpNewUserResponse::id_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/sign_up_new_user_response.h",36
"firebase::auth::SignUpNewUserResponse","local_id","firebase::auth::SignUpNewUserResponse::local_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/sign_up_new_user_response.h",42
"firebase::auth::SignUpNewUserResponse","refresh_token","firebase::auth::SignUpNewUserResponse::refresh_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/sign_up_new_user_response.h",39
"firebase::auth::GetAccountInfoResult","operator=","firebase::auth::GetAccountInfoResult::operator=","return","GetAccountInfoResult &","GetAccountInfoResult &","auth/src/desktop/get_account_info_result.h",33
"firebase::auth::GetAccountInfoResult","error","firebase::auth::GetAccountInfoResult::error","return","AuthError","AuthError","auth/src/desktop/get_account_info_result.h",52
"firebase::auth::GetAccountInfoResult","user","firebase::auth::GetAccountInfoResult::user","return","UserData &","UserData &","auth/src/desktop/get_account_info_result.h",63
"firebase::auth::GetAccountInfoResult","FromResponse","firebase::auth::GetAccountInfoResult::FromResponse","return","GetAccountInfoResult","GetAccountInfoResult","auth/src/desktop/get_account_info_result.cc",24
"firebase::auth::UserData","operator=","firebase::auth::UserData::operator=","return","UserData &","UserData &","auth/src/desktop/user_desktop.h",64
"firebase::auth::UserInfoImpl","operator=","firebase::auth::UserInfoImpl::operator=","return","UserInfoImpl &","UserInfoImpl &","auth/src/desktop/user_desktop.h",32
"firebase::auth::GetAccountInfoRequest","operator=","firebase::auth::GetAccountInfoRequest::operator=","return","GetAccountInfoRequest &","GetAccountInfoRequest &","auth/src/desktop/rpcs/get_account_info_request.h",29
"firebase::auth::CurrentUserBlockListener","operator=","firebase::auth::CurrentUserBlockListener::operator=","return","CurrentUserBlockListener &","CurrentUserBlockListener &","auth/src/desktop/auth_desktop.cc",511
"firebase::auth::GetOobConfirmationCodeResponse","operator=","firebase::auth::GetOobConfirmationCodeResponse::operator=","return","GetOobConfirmationCodeResponse &","GetOobConfirmationCodeResponse &","auth/src/desktop/rpcs/get_oob_confirmation_code_response.h",26
"firebase::auth::GetOobConfirmationCodeRequest","operator=","firebase::auth::GetOobConfirmationCodeRequest::operator=","return","GetOobConfirmationCodeRequest &","GetOobConfirmationCodeRequest &","auth/src/desktop/rpcs/get_oob_confirmation_code_request.h",31
"firebase::auth::GetOobConfirmationCodeRequest","CreateSendPasswordResetEmailRequest","firebase::auth::GetOobConfirmationCodeRequest::CreateSendPasswordResetEmailRequest","return","unique_ptr<GetOobConfirmationCodeRequest, default_delete<GetOobConfirmationCodeRequest>>","unique_ptr<GetOobConfirmationCodeRequest, default_delete<GetOobConfirmationCodeRequest>>","auth/src/desktop/rpcs/get_oob_confirmation_code_request.cc",70
"firebase::auth::GetOobConfirmationCodeRequest","CreateSendEmailVerificationBeforeUpdatingEmailRequest","firebase::auth::GetOobConfirmationCodeRequest::CreateSendEmailVerificationBeforeUpdatingEmailRequest","return","unique_ptr<GetOobConfirmationCodeRequest, default_delete<GetOobConfirmationCodeRequest>>","unique_ptr<GetOobConfirmationCodeRequest, default_delete<GetOobConfirmationCodeRequest>>","auth/src/desktop/rpcs/get_oob_confirmation_code_request.cc",50
"firebase::auth::GetOobConfirmationCodeRequest","CreateSendEmailVerificationRequest","firebase::auth::GetOobConfirmationCodeRequest::CreateSendEmailVerificationRequest","return","unique_ptr<GetOobConfirmationCodeRequest, default_delete<GetOobConfirmationCodeRequest>>","unique_ptr<GetOobConfirmationCodeRequest, default_delete<GetOobConfirmationCodeRequest>>","auth/src/desktop/rpcs/get_oob_confirmation_code_request.cc",38
"firebase::auth::CreateAuthUriResponse","operator=","firebase::auth::CreateAuthUriResponse::operator=","return","CreateAuthUriResponse &","CreateAuthUriResponse &","auth/src/desktop/rpcs/create_auth_uri_response.h",29
"firebase::auth::CreateAuthUriResponse","providers","firebase::auth::CreateAuthUriResponse::providers","return","vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>> &","vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>> &","auth/src/desktop/rpcs/create_auth_uri_response.h",34
"firebase::auth::CreateAuthUriRequest","operator=","firebase::auth::CreateAuthUriRequest::operator=","return","CreateAuthUriRequest &","CreateAuthUriRequest &","auth/src/desktop/rpcs/create_auth_uri_request.h",28
"firebase::auth::Promise<FetchProvidersResult>","future","firebase::auth::Promise<FetchProvidersResult>::future","return","Future<FetchProvidersResult>","Future<FetchProvidersResult>","auth/src/desktop/promise.h",76
"firebase::auth::Promise<FetchProvidersResult>","LastResult","firebase::auth::Promise<FetchProvidersResult>::LastResult","return","Future<FetchProvidersResult>","Future<FetchProvidersResult>","auth/src/desktop/promise.h",71
"firebase::auth::Promise<AuthResult>","future","firebase::auth::Promise<AuthResult>::future","return","Future<AuthResult>","Future<AuthResult>","auth/src/desktop/promise.h",76
"firebase::auth::Promise<AuthResult>","InvalidateLastResult","firebase::auth::Promise<AuthResult>::InvalidateLastResult","return","Future<AuthResult>","Future<AuthResult>","auth/src/desktop/promise.h",66
"firebase::auth::Promise<AuthResult>","LastResult","firebase::auth::Promise<AuthResult>::LastResult","return","Future<AuthResult>","Future<AuthResult>","auth/src/desktop/promise.h",71
"firebase::auth::SignUpNewUserRequest","operator=","firebase::auth::SignUpNewUserRequest::operator=","return","SignUpNewUserRequest &","SignUpNewUserRequest &","auth/src/desktop/rpcs/sign_up_new_user_request.h",31
"firebase::auth::VerifyPasswordResponse","operator=","firebase::auth::VerifyPasswordResponse::operator=","return","VerifyPasswordResponse &","VerifyPasswordResponse &","auth/src/desktop/rpcs/verify_password_response.h",26
"firebase::auth::VerifyPasswordResponse","email","firebase::auth::VerifyPasswordResponse::email","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_password_response.h",32
"firebase::auth::VerifyPasswordResponse","photo_url","firebase::auth::VerifyPasswordResponse::photo_url","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_password_response.h",40
"firebase::auth::VerifyPasswordResponse","display_name","firebase::auth::VerifyPasswordResponse::display_name","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_password_response.h",34
"firebase::auth::VerifyPasswordResponse","id_token","firebase::auth::VerifyPasswordResponse::id_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_password_response.h",36
"firebase::auth::VerifyPasswordResponse","local_id","firebase::auth::VerifyPasswordResponse::local_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_password_response.h",30
"firebase::auth::VerifyPasswordResponse","refresh_token","firebase::auth::VerifyPasswordResponse::refresh_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_password_response.h",38
"firebase::auth::VerifyPasswordRequest","operator=","firebase::auth::VerifyPasswordRequest::operator=","return","VerifyPasswordRequest &","VerifyPasswordRequest &","auth/src/desktop/rpcs/verify_password_request.h",28
"firebase::auth::UserView","operator=","firebase::auth::UserView::operator=","return","UserView &","UserView &","auth/src/desktop/user_view.h",33
"firebase::auth::UserView","user_data","firebase::auth::UserView::user_data","return","UserData &","UserData &","auth/src/desktop/user_view.h",110
"firebase::auth::UserView","GetWriter","firebase::auth::UserView::GetWriter","return","Writer","Writer","auth/src/desktop/user_view.cc",108
"firebase::auth::UserView","GetReader","firebase::auth::UserView::GetReader","return","Reader","Reader","auth/src/desktop/user_view.cc",91
"firebase::auth::UserView","ResetUser","firebase::auth::UserView::ResetUser","return","Writer","Writer","auth/src/desktop/user_view.cc",51
"firebase::auth::Promise<User>","future","firebase::auth::Promise<User>::future","return","Future<User>","Future<User>","auth/src/desktop/promise.h",76
"firebase::auth::Promise<User>","InvalidateLastResult","firebase::auth::Promise<User>::InvalidateLastResult","return","Future<User>","Future<User>","auth/src/desktop/promise.h",66
"firebase::auth::Promise<User>","LastResult","firebase::auth::Promise<User>::LastResult","return","Future<User>","Future<User>","auth/src/desktop/promise.h",71
"firebase::auth::VerifyCustomTokenResponse","operator=","firebase::auth::VerifyCustomTokenResponse::operator=","return","VerifyCustomTokenResponse &","VerifyCustomTokenResponse &","auth/src/desktop/rpcs/verify_custom_token_response.h",28
"firebase::auth::VerifyCustomTokenResponse","id_token","firebase::auth::VerifyCustomTokenResponse::id_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_custom_token_response.h",35
"firebase::auth::VerifyCustomTokenResponse","local_id","firebase::auth::VerifyCustomTokenResponse::local_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_custom_token_response.h",46
"firebase::auth::VerifyCustomTokenResponse","refresh_token","firebase::auth::VerifyCustomTokenResponse::refresh_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/verify_custom_token_response.h",38
"firebase::auth::VerifyCustomTokenRequest","operator=","firebase::auth::VerifyCustomTokenRequest::operator=","return","VerifyCustomTokenRequest &","VerifyCustomTokenRequest &","auth/src/desktop/rpcs/verify_custom_token_request.h",28
